id,name,product_group_name,store_name,location,asset_number,serial_number,weight,replacement_charge,quantity_held,asset_replacement_value,purchase_price,effective_date,written_off,sold
1021,100m 4 Core ST-ST Drum,Cable,LDMtv,"",T16-042,T16-042,3.0,473.0,1.0,473.0,473.0,2024-12-03 00:00:00 UTC,,
1463,100m Green XLR Drum,Cable,LDMtv,"",T16-028,"",5.0,250.0,1.0,250.0,250.0,2024-12-19 00:00:00 UTC,,
1464,100m Green XLR Drum,Cable,LDMtv,"",T16-030,"",5.0,250.0,1.0,250.0,250.0,2024-12-19 00:00:00 UTC,,
73,10m SMPTE Cable,Cable,LDMtv,"",5369020/1,"",3.0,639.0,1.0,639.0,639.0,2023-08-24 23:00:00 UTC,,
74,10m SMPTE Cable,Cable,LDMtv,"",5369022,"",3.0,639.0,1.0,639.0,639.0,2023-08-24 23:00:00 UTC,,
1461,150m Green XLR Drum,Cable,LDMtv,"",T16-029,"",10.0,425.0,1.0,425.0,425.0,2024-12-19 00:00:00 UTC,,
1462,150m Green XLR Drum,Cable,LDMtv,"",T16-031,"",10.0,425.0,1.0,425.0,425.0,2024-12-19 00:00:00 UTC,,
407,25m SMPTE Cable,Cable,LDMtv,"","","",5.0,939.0,5.0,4695.0,939.0,2023-08-26 23:00:00 UTC,,
1842,FCT-FC & FCT-FCLB SMPTE Cable Checker,Cable,LDMtv,"",LDM1108,OCJAA-00233,1.55,0.0,1.0,0.0,0.0,2020-06-24 23:00:00 UTC,,
1843,FCT-FC & FCT-FCLB SMPTE Cable Checker,Cable,LDMtv,"",LDM1111,OCJAB-00233,1.55,0.0,1.0,0.0,0.0,2020-06-24 23:00:00 UTC,,
671,IEC Cable,Cable,LDMtv,Grey Bins,"","",0.1,9.5,40.0,380.0,5.0,2023-11-19 00:00:00 UTC,,
1341,Large Studio Desk,Cable,LDMtv,"","","",0.0,699.0,5.0,3495.0,699.0,2020-12-17 00:00:00 UTC,,
1274,Opti Quad to 4 ST cable,Cable,LDMtv,"",5368938,"",2.0,400.0,1.0,400.0,400.0,2024-12-16 00:00:00 UTC,,
1273,Opti Quad to 4 ST cable,Cable,LDMtv,"",5369040,"",2.0,400.0,1.0,400.0,400.0,2024-12-16 00:00:00 UTC,,
1276,Opti Quad to 4 ST cable,Cable,LDMtv,"",5369053,"",2.0,400.0,1.0,400.0,400.0,2024-12-16 00:00:00 UTC,,
1275,Opti Quad to 4 ST cable,Cable,LDMtv,"",5369054,"",2.0,400.0,1.0,400.0,400.0,2024-12-16 00:00:00 UTC,,
2017,Power Supply,Cable,LDMtv,"","","",0.0,0.0,20.0,0.0,0.0,2025-05-28 23:00:00 UTC,,
1366,1TB Extreme Pro Portable SSD,Cameras,LDMtv,"",3144,2231F7403042,0.15,121.99,1.0,121.99,121.99,2024-12-17 00:00:00 UTC,,
1367,1TB Extreme Pro Portable SSD,Cameras,LDMtv,"",3145,2231F7402911,0.15,121.99,1.0,121.99,121.99,2024-12-17 00:00:00 UTC,,
1368,1TB Extreme Pro Portable SSD,Cameras,LDMtv,"",3146,2231F7400133,0.15,121.99,1.0,121.99,121.99,2024-12-17 00:00:00 UTC,,
292,ATEM Talkback Converter 4K,Cameras,LDMtv,V16,3069,10108217,2.3,2399.0,1.0,2399.0,2399.0,2023-08-24 23:00:00 UTC,,
1347,BH50-P54 Lens,Cameras,LDMtv,"",3128,"",1.0,440.0,1.0,440.0,440.0,2024-12-17 00:00:00 UTC,,
395,Box Lens,Cameras,LDMtv,"","","",26.6,100000.0,0.0,0.0,0.0,2024-10-09 23:00:00 UTC,,
284,Camera Fiber Converter,Cameras,LDMtv,K3,3083,10250457,1.85,2777.0,1.0,2777.0,2777.0,2023-08-24 23:00:00 UTC,,
1817,Camera Fiber Converter,Cameras,LDMtv,"",3203,11171338,1.85,2777.0,1.0,2777.0,2777.0,2020-05-11 23:00:00 UTC,,
1818,Camera Fiber Converter,Cameras,LDMtv,"",3220,11212657,1.85,2777.0,1.0,2777.0,2777.0,2020-05-11 23:00:00 UTC,,
568,Clip-On 4 Transmitter,Cameras,LDMtv,A2,LDM1795,201,1.1,8661.0,1.0,8661.0,8661.0,2024-08-15 23:00:00 UTC,,
569,Clip-On 4 Transmitter,Cameras,LDMtv,A2,LDM1796,8141262,1.1,8661.0,1.0,8661.0,8661.0,2024-08-15 23:00:00 UTC,,
808,Commentary Camera Kit,Cameras,LDMtv,K4,5368892,5368892,8.2,289.0,1.0,289.0,289.0,2024-11-29 00:00:00 UTC,,
1335,CV504,Cameras,LDMtv,"",LDM1397,15522001DK0372,0.3,456.0,1.0,456.0,456.0,2024-12-17 00:00:00 UTC,,
34,Design URSA Viewfinder,Cameras,LDMtv,"",3021,9727371,0.65,1339.0,1.0,1339.0,1339.0,2023-08-23 23:00:00 UTC,,
35,Design URSA Viewfinder,Cameras,LDMtv,L3,3022,9729511,0.65,1339.0,1.0,1339.0,1339.0,2023-08-23 23:00:00 UTC,,
87,Design URSA Viewfinder,Cameras,LDMtv,L3,3023,9728234,0.65,1339.0,1.0,1339.0,1339.0,2023-08-23 23:00:00 UTC,,
36,Design URSA Viewfinder,Cameras,LDMtv,L3,3043,9841949,0.65,1339.0,1.0,1339.0,1339.0,2023-08-23 23:00:00 UTC,,
88,Design URSA Viewfinder,Cameras,LDMtv,"",3087,2913288,0.65,1339.0,1.0,1339.0,1339.0,2023-08-23 23:00:00 UTC,,
240,Focus Demand,Cameras,LDMtv,"",3009,9482187,0.6,199.0,1.0,199.0,199.0,2023-08-23 23:00:00 UTC,,
41,Focus Demand,Cameras,LDMtv,L3,3010,9482434,0.6,199.0,1.0,199.0,199.0,2023-08-23 23:00:00 UTC,,
43,FPD-400D,Cameras,LDMtv,L3,3053,50F967,0.9,894.0,1.0,894.0,894.0,2023-08-23 23:00:00 UTC,,
44,FPD-400D,Cameras,LDMtv,L3,3058,50F970,0.9,894.0,1.0,894.0,894.0,2023-08-23 23:00:00 UTC,,
246,FPD-400D,Cameras,LDMtv,"",3064,104002,0.9,894.0,1.0,894.0,894.0,2023-08-23 23:00:00 UTC,,
47,FSD-11,Cameras,LDMtv,"",3026,"",0.5,1161.5,1.0,1161.5,1161.5,2023-08-23 23:00:00 UTC,,
440,FSD-11,Cameras,LDMtv,"",3027,"",0.5,1161.5,1.0,1161.5,1161.5,2024-03-06 00:00:00 UTC,,
441,FSD-11,Cameras,LDMtv,L3,3033,"",0.5,1161.5,1.0,1161.5,1161.5,2024-03-06 00:00:00 UTC,,
1984,HDC 3100 Camera,Cameras,LDMtv,"",LDM1883,13734,5.0,16000.0,1.0,16000.0,0.0,2026-03-07 00:00:00 UTC,,
1378,Hero 11 Black Mini,Cameras,LDMtv,Prod,3150,"",0.4,230.0,1.0,230.0,230.0,2024-12-17 00:00:00 UTC,,
361,H-ES12060,Cameras,LDMtv,"",3080,"",0.2,800.0,1.0,800.0,800.0,2023-08-24 23:00:00 UTC,,
362,H-ES12060,Cameras,LDMtv,"",3081,"",0.2,800.0,1.0,800.0,800.0,2023-08-24 23:00:00 UTC,,
363,H-HSA12035,Cameras,LDMtv,"",3079,"",0.2,600.0,1.0,600.0,600.0,2023-08-24 23:00:00 UTC,,
55,HJ14ex4.3B IRSE,Cameras,LDMtv,"",3042,011131DM,1.99,12995.0,1.0,12995.0,12995.0,2023-08-23 23:00:00 UTC,,
1987,HJ14ex4.3B IRSE,Cameras,LDMtv,"",3169,206071EO,1.99,12995.0,1.0,12995.0,12995.0,2026-03-07 00:00:00 UTC,,
1493,J11ax4.5B,Cameras,LDMtv,Etihad RF Cams,3062,10324,2.0,0.0,1.0,0.0,0.0,2020-01-03 00:00:00 UTC,,
1494,J11ex4.5B,Cameras,LDMtv,Etihad RF Cams,3060,20810304,1.83,0.0,1.0,0.0,0.0,2020-01-03 00:00:00 UTC,,
56,KJ17ex7.7B IASE 2S,Cameras,LDMtv,"",3061,62810332,1.9,5995.0,1.0,5995.0,5995.0,2023-08-23 23:00:00 UTC,,
368,Kraken X Headset,Cameras,LDMtv,"",3014,"",0.2,30.0,1.0,30.0,30.0,2023-08-24 23:00:00 UTC,,
369,Kraken X Headset,Cameras,LDMtv,"",3015,"",0.2,30.0,1.0,30.0,30.0,2023-08-24 23:00:00 UTC,,
370,Kraken X Headset,Cameras,LDMtv,"",3016,"",0.2,30.0,1.0,30.0,30.0,2023-08-24 23:00:00 UTC,,
371,Kraken X Headset,Cameras,LDMtv,"",3017,"",0.2,30.0,0.0,0.0,30.0,2023-08-24 23:00:00 UTC,1.0,
372,Kraken X Headset,Cameras,LDMtv,"",3018,AC2141D10117893,0.2,30.0,1.0,30.0,30.0,2023-08-24 23:00:00 UTC,,
373,Kraken X Headset,Cameras,LDMtv,"",3019,AC2141D10117890,0.2,30.0,1.0,30.0,30.0,2023-08-24 23:00:00 UTC,,
374,Kraken X Headset,Cameras,LDMtv,"",3020,AC2141D10111528,0.2,30.0,1.0,30.0,30.0,2023-08-24 23:00:00 UTC,,
613,Kraken X Headset,Cameras,LDMtv,"",3105,AC2319D11604325,0.2,30.0,1.0,30.0,30.0,2024-10-16 23:00:00 UTC,,
571,L3421 Antenna,Cameras,LDMtv,"",LDM5369017,321625,0.2,288.0,1.0,288.0,288.0,2024-08-19 23:00:00 UTC,,
570,L3421 Antenna,Cameras,LDMtv,"",LDM5369018,320864,0.2,288.0,1.0,288.0,288.0,2024-08-19 23:00:00 UTC,,
57,LA16x8BRM-XB1A,Cameras,LDMtv,N3,3045,F62003176,1.65,3848.1,1.0,3848.1,3848.1,2023-08-23 23:00:00 UTC,,
323,LA16x8BRM-XB1A,Cameras,LDMtv,"",3056,F62003268,1.65,3848.1,1.0,3848.1,3848.1,2023-08-24 23:00:00 UTC,,
298,Micro Studio Camera 4K,Cameras,LDMtv,"",3088,3592653,0.31,1200.0,1.0,1200.0,1289.0,2023-08-24 23:00:00 UTC,,
1206,Mini Camera,Cameras,LDMtv,"",LDM1439,D7106632,0.1,350.0,1.0,350.0,350.0,2024-12-10 00:00:00 UTC,,
1205,Mini Camera,Cameras,LDMtv,"",LDM1440,D7106636,0.1,350.0,1.0,350.0,350.0,2024-12-10 00:00:00 UTC,,
1023,Mini Camera,Cameras,LDMtv,C3,LDM1573,LDM1573,0.1,350.0,1.0,350.0,350.0,2024-12-09 00:00:00 UTC,,
299,Pocket Cinema Camera 4K,Cameras,LDMtv,"",3076,10324463,0.72,1111.0,1.0,1111.0,1111.0,2023-08-24 23:00:00 UTC,,
300,Pocket Cinema Camera 4K,Cameras,LDMtv,"",3077,10449008,0.72,1111.0,1.0,1111.0,1111.0,2023-08-24 23:00:00 UTC,,
301,Pocket Cinema Camera 4K,Cameras,LDMtv,"",3078,10324545,0.72,1111.0,1.0,1111.0,1111.0,2023-08-24 23:00:00 UTC,,
1985,RCP 3500,Cameras,LDMtv,"",LDM 1884,119763,1.7,2200.0,1.0,2200.0,0.0,2026-03-07 00:00:00 UTC,,
614,SC206,Cameras,LDMtv,L4,3106,"",2.9,199.0,1.0,199.0,199.0,2024-10-16 23:00:00 UTC,,
615,SC206,Cameras,LDMtv,"",3107,"",2.9,199.0,1.0,199.0,199.0,2024-10-16 23:00:00 UTC,,
616,SC206,Cameras,LDMtv,"",3108,"",2.9,199.0,1.0,199.0,199.0,2024-10-16 23:00:00 UTC,,
617,SC206,Cameras,LDMtv,"",3109,"",2.9,199.0,1.0,199.0,199.0,2024-10-16 23:00:00 UTC,,
618,SC206,Cameras,LDMtv,"",3110,"",2.9,199.0,1.0,199.0,199.0,2024-10-16 23:00:00 UTC,,
53,SMPTE BackBox,Cameras,LDMtv,"",3070,"",0.5,600.0,1.0,600.0,600.0,2023-08-23 23:00:00 UTC,,
63,SMPTE BackBox,Cameras,LDMtv,"",3071,"",0.5,600.0,1.0,600.0,600.0,2023-08-24 23:00:00 UTC,,
62,SMPTE BackBox,Cameras,LDMtv,"",3072,"",0.5,600.0,1.0,600.0,600.0,2023-08-24 23:00:00 UTC,,
54,SMPTE BackBox,Cameras,LDMtv,"",3073,"",0.5,600.0,1.0,600.0,600.0,2023-08-23 23:00:00 UTC,,
612,SMPTE Power Supply,Cameras,LDMtv,"",3111,"",5.0,2100.0,1.0,2100.0,2100.0,2024-10-16 23:00:00 UTC,,
48,SRD-92B,Cameras,LDMtv,"",3028,"",0.5,1161.5,1.0,1161.5,1161.5,2023-08-23 23:00:00 UTC,,
442,SRD-92B,Cameras,LDMtv,"",3029,"",0.5,1161.5,1.0,1161.5,1161.5,2024-03-06 00:00:00 UTC,,
443,SRD-92B,Cameras,LDMtv,L3,3034,"",0.5,1161.5,1.0,1161.5,1161.5,2024-03-06 00:00:00 UTC,,
482,Studio Camera 2,Cameras,LDMtv,"",3100,3514426,1.38,1100.0,1.0,1100.0,1100.0,2024-04-02 23:00:00 UTC,,
1819,Studio Fiber Converter,Cameras,LDMtv,"",61022,11145370,2.8,2869.0,1.0,2869.0,2869.0,2020-05-11 23:00:00 UTC,,
1820,Studio Fiber Converter,Cameras,LDMtv,"",61023,11243351,2.8,2869.0,1.0,2869.0,2869.0,2020-05-11 23:00:00 UTC,,
285,Studio Fiber Converter,Cameras,LDMtv,"",LDM1900,9809859,2.8,2869.0,1.0,2869.0,2869.0,2023-08-24 23:00:00 UTC,,
396,System Camera,Cameras,LDMtv,"","","",0.0,25000.0,0.0,0.0,0.0,2023-09-03 23:00:00 UTC,,
1345,T2.2/65mm Cinema Lens,Cameras,LDMtv,"",3127,"",1.0,245.0,1.0,245.0,245.0,2024-12-17 00:00:00 UTC,,
1346,Tamron C001 Lens,Cameras,LDMtv,"",3126,"",1.0,250.0,1.0,250.0,250.0,2024-12-17 00:00:00 UTC,,
1363,TC-1,Cameras,LDMtv,"",3138,6NR00029030,0.15,160.0,1.0,160.0,160.0,2024-12-17 00:00:00 UTC,,
1364,TC-1,Cameras,LDMtv,"",3139,6NQ00010211,0.15,160.0,1.0,160.0,160.0,2024-12-17 00:00:00 UTC,,
1365,TC-1,Cameras,LDMtv,"",3140,6NQ00010211,0.15,160.0,1.0,160.0,160.0,2024-12-17 00:00:00 UTC,,
567,UltraReceiver LD,Cameras,LDMtv,A2,LDM1792,5020-0400581,2.15,12974.0,1.0,12974.0,12974.0,2024-08-15 23:00:00 UTC,,
566,UltraReceiver LD,Cameras,LDMtv,A2,LDM1797,4520-0400541,2.15,12974.0,1.0,12974.0,12974.0,2024-08-15 23:00:00 UTC,,
305,URSA Broadcast G1,Cameras,LDMtv,K3,3086,5366572,3.6,3790.0,1.0,3790.0,3790.0,2023-08-24 23:00:00 UTC,,
37,URSA Broadcast G2,Cameras,LDMtv,"",3001,9526927,3.6,3415.0,1.0,3415.0,3415.0,2023-08-23 23:00:00 UTC,,
241,URSA Broadcast G2,Cameras,LDMtv,K3,3002,9530217,3.6,3415.0,1.0,3415.0,3415.0,2023-08-23 23:00:00 UTC,,
38,URSA Broadcast G2,Cameras,LDMtv,"",3003,9568276,3.6,3415.0,1.0,3415.0,3415.0,2023-08-23 23:00:00 UTC,,
39,URSA Broadcast G2,Cameras,LDMtv,"",3004,9569697,3.6,3415.0,1.0,3415.0,3415.0,2023-08-23 23:00:00 UTC,,
242,URSA Broadcast G2,Cameras,LDMtv,"",3005,9569949,3.6,3415.0,1.0,3415.0,3415.0,2023-08-23 23:00:00 UTC,,
243,URSA Broadcast G2,Cameras,LDMtv,"",3044,9531906,3.6,3415.0,1.0,3415.0,3415.0,2023-08-23 23:00:00 UTC,,
244,URSA Broadcast G2,Cameras,LDMtv,K3,3046,10009229,3.6,3415.0,1.0,3415.0,3415.0,2023-08-23 23:00:00 UTC,,
40,URSA Broadcast G2,Cameras,LDMtv,"",3085,9529566,3.6,3415.0,1.0,3415.0,3415.0,2023-08-23 23:00:00 UTC,,
1028,URSA Broadcast G2,Cameras,LDMtv,K3,3095,11685696,3.6,3415.0,1.0,3415.0,3415.0,2024-12-09 00:00:00 UTC,,
763,URSA EF Lens Mount,Cameras,LDMtv,"","","",0.1,172.0,8.0,1376.0,172.0,2020-11-28 00:00:00 UTC,,
28,URSA Studio Viewfinder,Cameras,LDMtv,L3,3006,9250488,2.55,1339.0,1.0,1339.0,1339.0,2023-08-23 23:00:00 UTC,,
64,URSA Studio Viewfinder,Cameras,LDMtv,"",3007,9250287,2.55,1339.0,1.0,1339.0,1339.0,2023-08-24 23:00:00 UTC,,
84,URSA Studio Viewfinder,Cameras,LDMtv,"",3008,9328914,2.55,1339.0,1.0,1339.0,1339.0,2023-08-23 23:00:00 UTC,,
27,URSA Studio Viewfinder,Cameras,LDMtv,L3,3047,10009991,2.55,1339.0,1.0,1339.0,1339.0,2023-08-23 23:00:00 UTC,,
85,URSA Studio Viewfinder,Cameras,LDMtv,"",3068,10237613,2.55,1339.0,1.0,1339.0,1339.0,2023-08-23 23:00:00 UTC,,
86,URSA Studio Viewfinder,Cameras,LDMtv,L3,3082,"",2.55,1339.0,1.0,1339.0,1339.0,2023-08-23 23:00:00 UTC,,
33,URSA Studio Viewfinder,Cameras,LDMtv,"",3084,10440355,2.55,1339.0,1.0,1339.0,1339.0,2023-08-23 23:00:00 UTC,,
408,URSA Studio Viewfinder,Cameras,LDMtv,L3,3092,11024362,2.55,1339.0,1.0,1339.0,1339.0,2023-10-05 23:00:00 UTC,,
49,VTC Adapter,Cameras,LDMtv,"",3035,"",0.75,150.0,1.0,150.0,150.0,2023-08-23 23:00:00 UTC,,
247,VTC Adapter,Cameras,LDMtv,M3,3036,"",0.75,150.0,1.0,150.0,150.0,2023-08-24 23:00:00 UTC,,
248,VTC Adapter,Cameras,LDMtv,"",3037,"",0.75,150.0,1.0,150.0,150.0,2023-08-24 23:00:00 UTC,,
249,VTC Adapter,Cameras,LDMtv,"",3038,"",0.75,150.0,1.0,150.0,150.0,2023-08-24 23:00:00 UTC,,
250,VTC Adapter,Cameras,LDMtv,"",3039,"",0.75,150.0,1.0,150.0,150.0,2023-08-24 23:00:00 UTC,,
66,VTC Adapter,Cameras,LDMtv,"",3065,"",0.75,150.0,1.0,150.0,150.0,2023-08-24 23:00:00 UTC,,
50,VTC Adapter,Cameras,LDMtv,"",3066,"",0.75,150.0,1.0,150.0,150.0,2023-08-23 23:00:00 UTC,,
251,VTC Adapter,Cameras,LDMtv,M3,3067,"",0.75,150.0,1.0,150.0,150.0,2023-08-24 23:00:00 UTC,,
79,VTC Adapter,Cameras,LDMtv,"",3090,"",0.75,150.0,1.0,150.0,150.0,2023-08-24 23:00:00 UTC,,
642,VTC Adapter,Cameras,LDMtv,M3,3124,"",0.75,150.0,1.0,150.0,150.0,2024-10-31 00:00:00 UTC,,
643,VTC Adapter,Cameras,LDMtv,M3,3125,"",0.75,150.0,1.0,150.0,150.0,2024-10-31 00:00:00 UTC,,
577,XA20sx8.5BERM-K3,Cameras,LDMtv,N3,3041,A66018861,1.7,3930.0,1.0,3930.0,3930.0,2024-09-10 23:00:00 UTC,,
576,XA20sx8.5BRM-K3,Cameras,LDMtv,"",3024,D66542513,1.48,2391.68,1.0,2391.68,2391.68,2024-09-10 23:00:00 UTC,,
58,XA20sx8.5BRM-K3,Cameras,LDMtv,"",3025,LP665AK3D66542515000,1.48,2391.68,1.0,2391.68,2391.68,2023-08-23 23:00:00 UTC,,
42,Zoom Demand,Cameras,LDMtv,"",3011,9360461,0.75,199.0,1.0,199.0,199.0,2023-08-23 23:00:00 UTC,,
245,Zoom Demand,Cameras,LDMtv,L3,3012,9360449,0.75,199.0,1.0,199.0,199.0,2023-08-23 23:00:00 UTC,,
444,Zoom Demand,Cameras,LDMtv,L3,3097,11902648,0.75,199.0,1.0,199.0,199.0,2024-03-11 00:00:00 UTC,,
45,ZSD-300D,Cameras,LDMtv,L3,3054,50J230,1.0,1009.0,1.0,1009.0,1009.0,2023-08-23 23:00:00 UTC,,
46,ZSD-300D,Cameras,LDMtv,L3,3059,50J240,1.0,1009.0,1.0,1009.0,1009.0,2023-08-23 23:00:00 UTC,,
313,ZSD-300D,Cameras,LDMtv,"",3063,"",1.0,1009.0,1.0,1009.0,1009.0,2023-08-24 23:00:00 UTC,,
791,HDA-1911,Card,LDMtv,"",LDM1726,087302-R50484237,0.1,236.0,1.0,236.0,236.0,2024-11-29 00:00:00 UTC,,
792,HDA-1911,Card,LDMtv,"",LDM1727,087302-R50484335,0.1,236.0,1.0,236.0,236.0,2024-11-29 00:00:00 UTC,,
1238,MC-DMON-9S,Card,LDMtv,T16 Rack,63032,OAA01170,0.3,1170.0,1.0,1170.0,1170.0,2020-12-13 00:00:00 UTC,,
1483,MC-DMON-QUAD,Card,LDMtv,comms room,63030,OBA01664,0.3,300.0,1.0,300.0,300.0,2020-12-21 00:00:00 UTC,,
1231,OG-4K2HD,Card,LDMtv,"",63007,K0408427,0.03,707.0,1.0,707.0,707.0,2020-12-11 00:00:00 UTC,,
1232,OG-4K2HD,Card,LDMtv,"",63008,K0408431,0.03,707.0,1.0,707.0,707.0,2024-12-11 00:00:00 UTC,,
1236,OG-4K2HD,Card,LDMtv,"",63009,K0408437,0.03,707.0,1.0,707.0,707.0,2020-12-11 00:00:00 UTC,,
1235,OG-4K2HD,Card,LDMtv,"",63010,K0408447,0.03,707.0,1.0,707.0,707.0,2024-12-11 00:00:00 UTC,,
1233,OG-4K2HD,Card,LDMtv,"",63011,K0408417,0.03,707.0,1.0,707.0,707.0,2024-12-11 00:00:00 UTC,,
1234,OG-4K2HD,Card,LDMtv,"",63012,K0408444,0.03,707.0,1.0,707.0,707.0,2024-12-11 00:00:00 UTC,,
1549,OG-DANTE-12GAM,Card,LDMtv,Core Rack,63041,1D001618,0.25,2800.0,1.0,2800.0,0.0,2025-02-11 00:00:00 UTC,,
1862,OG-DANTE-12GAM,Card,LDMtv,Core Rack,63042,1D001455,0.25,2800.0,1.0,2800.0,0.0,2025-08-10 23:00:00 UTC,,
1531,OG-DANTE-12GAM,Card,LDMtv,Core Rack,63043,1D000960,0.25,2800.0,1.0,2800.0,0.0,2025-02-08 00:00:00 UTC,,
1530,OG-DANTE-12GAM,Card,LDMtv,Core Rack,63044,1D000991,0.25,2800.0,1.0,2800.0,0.0,2025-02-08 00:00:00 UTC,,
1540,OG-FIDO-2R,Card,LDMtv,"",6031,K0360627,0.2,950.0,1.0,950.0,0.0,2025-02-08 00:00:00 UTC,,
1542,OG-FIDO-2R,Card,LDMtv,"",6033,K0360628,0.2,950.0,1.0,950.0,0.0,2025-02-08 00:00:00 UTC,,
1863,OG-FIDO-2R,Card,LDMtv,Core Rack,63045,K0360624,0.2,950.0,1.0,950.0,0.0,2025-08-10 23:00:00 UTC,,
1539,OG-FIDO-2R,Card,LDMtv,Core Rack,63050,K0360625,0.2,950.0,1.0,950.0,0.0,2025-02-08 00:00:00 UTC,,
1245,OG-FIDO-2T,Card,LDMtv,Core Rack,63046,K0650937,0.2,950.0,1.0,950.0,950.0,2020-12-13 00:00:00 UTC,,
1543,OG-FIDO-2T,Card,LDMtv,Core Rack,63047,K0352851,0.2,950.0,1.0,950.0,950.0,2025-02-08 00:00:00 UTC,,
1244,OG-FIDO-2T,Card,LDMtv,Core Rack,63051,K0650936,0.2,950.0,1.0,950.0,950.0,2020-12-13 00:00:00 UTC,,
1243,OG-FIDO-2T,Card,LDMtv,Core Rack,63052,K0650939,0.2,950.0,1.0,950.0,950.0,2020-12-13 00:00:00 UTC,,
1964,OG-FIDO-TR-12G,Card,LDMtv,Core Rack,63048,K0659363,0.3,1718.0,1.0,1718.0,0.0,2026-03-06 00:00:00 UTC,,
454,Opengear 3.0,Card,LDMtv,A2,LDM1110,30091664022,8.8,1249.0,1.0,1249.0,1249.0,2024-03-26 00:00:00 UTC,,
1535,Opengear 3.0,Card,LDMtv,"",LDM1207,30111231050,8.8,1249.0,1.0,1249.0,1249.0,2025-02-08 00:00:00 UTC,,
2005,Opengear 9910DA-2-3G,Card,LDMtv,comms room,63024,381157R,0.01,0.0,1.0,0.0,0.0,2026-04-12 23:00:00 UTC,,
2006,Opengear 9910DA-2-3G,Card,LDMtv,comms room,63025,381158R,0.01,0.0,1.0,0.0,0.0,2026-04-12 23:00:00 UTC,,
2007,Opengear AJA 0G-3GDA-2X4,Card,LDMtv,comms room,63026,K0486237,0.01,0.0,1.0,0.0,0.0,2026-04-12 23:00:00 UTC,,
1242,openGear Converter Fiber to SDI,Card,LDMtv,T16 Rack,63037,433005,0.2,450.0,1.0,450.0,450.0,2020-12-13 00:00:00 UTC,,
1541,openGear Converter Fiber to SDI,Card,LDMtv,T16 Rack,63038,431326,0.2,450.0,1.0,450.0,450.0,2025-02-08 00:00:00 UTC,,
1536,openGear Converter Fiber to SDI,Card,LDMtv,T16 Rack,63039,2998017,0.2,450.0,1.0,450.0,450.0,2025-02-08 00:00:00 UTC,,
1241,openGear Converter Fiber to SDI,Card,LDMtv,T16 Rack,63040,431331,0.2,450.0,1.0,450.0,450.0,2020-12-13 00:00:00 UTC,,
1538,openGear Converter Fiber to SDI,Card,LDMtv,Core Rack,63049,414425,0.2,450.0,1.0,450.0,450.0,2025-02-08 00:00:00 UTC,,
1537,openGear Converter Fiber to SDI,Card,LDMtv,Core Rack,63054,2035550,0.2,450.0,1.0,450.0,450.0,2025-02-08 00:00:00 UTC,,
2008,Opengear  converter HDMI to SDI,Card,LDMtv,comms room,63027,1627746,0.01,0.0,1.0,0.0,0.0,2026-04-12 23:00:00 UTC,,
1940,Opengear Converter Optical Fiber,Card,LDMtv,T16 Rack,63036,2035679,0.0,0.0,1.0,0.0,0.0,2026-02-05 00:00:00 UTC,,
1996,Opengear converter SDI Distribution,Card,LDMtv,comms room,63015,1622943,0.01,0.0,1.0,0.0,0.0,2026-04-12 23:00:00 UTC,,
1997,Opengear converter SDI Distribution,Card,LDMtv,comms room,63016,5612077,0.01,0.0,1.0,0.0,0.0,2026-04-12 23:00:00 UTC,,
2000,Opengear Converter SDI to Audio converter,Card,LDMtv,comms room,63019,5702442,0.01,0.0,1.0,0.0,0.0,2026-04-12 23:00:00 UTC,,
2001,Opengear Converter SDI to Audio converter,Card,LDMtv,comms room,63020,5702403,0.01,0.0,1.0,0.0,0.0,2026-04-12 23:00:00 UTC,,
1315,Opengear DFR 8321,Card,LDMtv,A2,LDM1406,N/A,8.2,2295.0,1.0,2295.0,2295.0,2024-12-16 00:00:00 UTC,,
2009,Opengear OG-Fiber--SR,Card,LDMtv,comms room,63031,K0360626,0.01,0.0,1.0,0.0,0.0,2026-04-12 23:00:00 UTC,,
455,Opengear OG-X-FR,Card,LDMtv,A2,61025,30131500049,9.1,1955.0,1.0,1955.0,1955.0,2024-03-26 00:00:00 UTC,,
1480,Opengear OG-X-FR,Card,LDMtv,T16 Rack,LDM1316,50220509234,9.1,1955.0,1.0,1955.0,1955.0,2020-12-19 00:00:00 UTC,,
1247,openGear SDI DA,Card,LDMtv,Comms room,63006,1622912,0.3,670.0,1.0,670.0,670.0,2020-12-13 00:00:00 UTC,,
1239,openGear SDI > HDMI,Card,LDMtv,Comms room,63002,1536892,0.3,350.0,1.0,350.0,350.0,2020-12-13 00:00:00 UTC,,
1994,openGear SDI > HDMI,Card,LDMtv,comms room,63013,15408721,0.3,350.0,1.0,350.0,350.0,2026-04-12 23:00:00 UTC,,
1995,openGear SDI > HDMI,Card,LDMtv,comms room,63014,1592573,0.3,350.0,1.0,350.0,350.0,2026-04-12 23:00:00 UTC,,
1240,openGear SDI > HDMI,Card,LDMtv,comms room,63028,3025193,0.3,350.0,1.0,350.0,350.0,2020-12-13 00:00:00 UTC,,
1999,Opengear SFS-8622-A,Card,LDMtv,comms room,63017,50150263006,0.0,0.0,1.0,0.0,0.0,2026-04-12 23:00:00 UTC,,
