id,name,product_group_name,store_name,location,asset_number,serial_number,weight,replacement_charge,quantity_held,asset_replacement_value,purchase_price,effective_date,written_off,sold
1998,Opengear SFS-8622-A,Card,LDMtv,comms room,63018,50150263015,0.0,0.0,1.0,0.0,0.0,2026-04-12 23:00:00 UTC,,
1481,Opengear Sync Generator,Card,LDMtv,comms room,63029,2966917,0.7,478.0,1.0,478.0,478.0,2020-12-19 00:00:00 UTC,,
2002,Opengear UDA-8705A,Card,LDMtv,comms room,63021,50090477020,0.01,0.0,1.0,0.0,0.0,2026-04-12 23:00:00 UTC,,
1318,openGear UpDownCross,Card,LDMtv,Comms room,63000,1177645,0.3,600.0,1.0,600.0,600.0,2024-12-16 00:00:00 UTC,,
1317,openGear UpDownCross,Card,LDMtv,Comms room,63001,1177929,0.3,600.0,1.0,600.0,600.0,2024-12-16 00:00:00 UTC,,
1319,openGear UpDownCross,Card,LDMtv,Comms room,63003,1077120,0.3,600.0,1.0,600.0,600.0,2024-12-16 00:00:00 UTC,,
1320,openGear UpDownCross,Card,LDMtv,Comms room,63004,1138614,0.3,600.0,1.0,600.0,600.0,2024-12-16 00:00:00 UTC,,
1246,openGear UpDownCross,Card,LDMtv,Comms room,63005,1603177,0.3,600.0,1.0,600.0,600.0,2020-12-13 00:00:00 UTC,,
1321,openGear UpDownCross,Card,LDMtv,T16 Rack,63033,1177817,0.3,600.0,1.0,600.0,600.0,2024-12-16 00:00:00 UTC,,
1316,openGear UpDownCross,Card,LDMtv,T16 Rack,63034,1177807,0.3,600.0,1.0,600.0,600.0,2024-12-16 00:00:00 UTC,,
2003,Opengear VEA-8707A,Card,LDMtv,comms room,63022,50149878018,0.01,0.0,1.0,0.0,0.0,2026-04-12 23:00:00 UTC,,
2004,Opengear VEA-8707A,Card,LDMtv,comms room,63023,50149878019,0.01,0.0,1.0,0.0,0.0,2026-04-12 23:00:00 UTC,,
793,VDA-1002,Card,LDMtv,"",LDM1728,045220R140536020,0.1,0.0,1.0,0.0,0.0,2024-11-29 00:00:00 UTC,,
777,11u Flight Case,Cases,LDMtv,"",5368812,5368812,20.0,530.0,1.0,530.0,530.0,2024-11-29 00:00:00 UTC,,
1178,1200 Case (Yellow),Cases,LDMtv,"",5368864,5368864,1.2,70.0,1.0,70.0,70.0,2024-12-10 00:00:00 UTC,,
817,1200 Case (Yellow),Cases,LDMtv,"",5368877,5368877,1.2,70.0,1.0,70.0,70.0,2024-11-29 00:00:00 UTC,,
1115,2U Studio Flyer,Cases,LDMtv,"",5368807,5368807,6.9,357.0,1.0,357.0,375.0,2024-12-09 00:00:00 UTC,,
1117,2U Studio Flyer,Cases,LDMtv,"",5368808,5368808,6.9,357.0,1.0,357.0,375.0,2024-12-09 00:00:00 UTC,,
1116,2U Studio Flyer,Cases,LDMtv,"",5368809,5368809,6.9,357.0,1.0,357.0,375.0,2024-12-09 00:00:00 UTC,,
1114,2U Studio Flyer,Cases,LDMtv,O3,5368810,5368810,6.9,357.0,1.0,357.0,375.0,2024-12-09 00:00:00 UTC,,
1279,2U Studio Flyer,Cases,LDMtv,O3,5368850,5368850,6.9,357.0,1.0,357.0,375.0,2024-12-16 00:00:00 UTC,,
1649,37u Open Rack,Cases,LDMtv,"",LDM1215,N/A,44.0,467.0,1.0,467.0,0.0,2025-02-11 00:00:00 UTC,,
1153,3I-1209-4B-E,Cases,LDMtv,B3,5368890,5368890,1.5,150.0,1.0,150.0,150.0,2024-12-10 00:00:00 UTC,,
1173,3I-1209-4B-E,Cases,LDMtv,B3,5368891,5368891,1.5,150.0,1.0,150.0,150.0,2024-12-10 00:00:00 UTC,,
1154,3I-1209-4B-E,Cases,LDMtv,B3,5368966,5368966,1.5,150.0,1.0,150.0,150.0,2024-12-10 00:00:00 UTC,,
278,4+2 Radio Mic/IEM Stagebox (4U),Cases,LDMtv,"",5368852,5368852,18.75,250.0,1.0,250.0,250.0,2023-08-24 23:00:00 UTC,,
1961,"43"" Screen Flightcase",Cases,LDMtv,"",5368926,NA,47.0,450.0,1.0,450.0,0.0,2026-03-06 00:00:00 UTC,,
822,4u Stagebox,Cases,LDMtv,"",5368961,5368961,6.0,220.0,1.0,220.0,220.0,2024-11-29 00:00:00 UTC,,
770,5u Flight Case (Br.IO),Cases,LDMtv,A4,5368863,5368863,7.5,229.0,1.0,229.0,229.0,2024-11-29 00:00:00 UTC,,
1281,6u Flight Case,Cases,LDMtv,"",5368858,5368858,10.0,150.0,1.0,150.0,150.0,2024-12-16 00:00:00 UTC,,
846,8u Stagebox,Cases,LDMtv,O4,5368953,5368953,12.7,365.0,1.0,365.0,365.0,2024-11-29 00:00:00 UTC,,
841,8u Stagebox,Cases,LDMtv,"",5368993,5368993,12.7,365.0,1.0,365.0,365.0,2024-11-29 00:00:00 UTC,,
773,ATEM 1 M/E Broadcast Panel Flight Case,Cases,LDMtv,A4,5368802,5368802,7.5,197.0,1.0,197.0,197.0,2024-11-29 00:00:00 UTC,,
789,ATEM 2 M/E Advanced Panel Flight Case,Cases,LDMtv,"",5368980,5368980,10.0,202.0,1.0,202.0,202.0,2024-11-29 00:00:00 UTC,,
774,Audio Rack (12u),Cases,LDMtv,"",5368835,5368835,15.0,527.0,1.0,527.0,527.0,2024-11-29 00:00:00 UTC,,
823,Audio Stagebox (3u),Cases,LDMtv,"",5368981,5368981,15.8,205.0,1.0,205.0,205.0,2024-11-29 00:00:00 UTC,,
796,Blackmagic Camera Peli Case,Cases,LDMtv,"",5368918,5368918,13.5,675.0,1.0,675.0,675.0,2024-11-29 00:00:00 UTC,,
797,Blackmagic Camera Peli Case,Cases,LDMtv,"",5368919,5368919,13.5,675.0,1.0,675.0,675.0,2024-11-29 00:00:00 UTC,,
798,Blackmagic Camera Peli Case,Cases,LDMtv,"",5368920,5368920,13.5,675.0,1.0,675.0,675.0,2024-11-29 00:00:00 UTC,,
795,Blackmagic Camera Peli Case,Cases,LDMtv,"",5368942,5368942,13.5,675.0,1.0,675.0,675.0,2024-11-29 00:00:00 UTC,,
877,Black Plastic Case - SMPTE Backends,Cases,LDMtv,K3,5368913,5368913,3.0,100.0,1.0,100.0,100.0,2024-12-02 00:00:00 UTC,,
1186,Briefcase,Cases,LDMtv,"",5368803,5368803,2.0,50.0,1.0,50.0,50.0,2024-12-10 00:00:00 UTC,,
1216,Briefcase,Cases,LDMtv,B3,5368948,5368948,2.0,50.0,1.0,50.0,50.0,2024-12-10 00:00:00 UTC,,
1403,Calrec Flightcase,Cases,LDMtv,"",5368905,5368905,52.0,820.0,1.0,820.0,820.0,2024-12-17 00:00:00 UTC,,
1159,Case with V-lok + PSU,Cases,LDMtv,"",5368898,5368898,1.0,150.0,1.0,150.0,150.0,2024-12-10 00:00:00 UTC,,
1158,Case with V-lok + PSU,Cases,LDMtv,"",5368999,5368999,1.0,150.0,1.0,150.0,150.0,2024-12-10 00:00:00 UTC,,
883,CCU Flight Case,Cases,LDMtv,"",5368860,5368860,9.1,546.0,1.0,546.0,546.0,2024-12-02 00:00:00 UTC,,
783,CCU Rack (12u),Cases,LDMtv,"",5368916,5368916,30.0,546.0,1.0,546.0,546.0,2024-11-29 00:00:00 UTC,,
803,Commentary Case,Cases,LDMtv,A1,5368990,5368990,9.35,250.0,1.0,250.0,250.0,2024-11-29 00:00:00 UTC,,
1955,Core Rack,Cases,LDMtv,"",5368932,NSN,70.0,0.0,1.0,0.0,0.0,2025-03-05 00:00:00 UTC,,
827,Dante RTB Stagebox (2u),Cases,LDMtv,"",5368985,5368985,14.0,195.0,1.0,195.0,195.0,2024-11-29 00:00:00 UTC,,
1258,Double XL LCD case,Cases,LDMtv,I4,5368875,5368875,4.9,270.0,1.0,270.0,270.0,2024-12-16 00:00:00 UTC,,
833,Dual RTB Stagebox (3u),Cases,LDMtv,"",5368874,5368874,18.9,205.0,1.0,205.0,205.0,2024-11-29 00:00:00 UTC,,
1020,Etihad West Reception Case,Cases,LDMtv,"",5368894,5368894,4.0,2500.0,1.0,2500.0,2500.0,2024-12-03 00:00:00 UTC,,
1977,Euro Case Black - Comms,Cases,LDMtv,"",5368930,NA,57.0,450.0,1.0,450.0,0.0,2026-03-06 00:00:00 UTC,,
1957,Euro case Blue - Cabin,Cases,LDMtv,"",5368927,NA,50.0,500.0,1.0,500.0,0.0,2026-03-06 00:00:00 UTC,,
1979,Euro case green - Mix Zone,Cases,LDMtv,"",5368928,NA,50.0,500.0,1.0,500.0,0.0,2026-03-06 00:00:00 UTC,,
1990,Euro Case Red - Misc,Cases,LDMtv,"",5368929,NA,50.0,500.0,1.0,500.0,0.0,2026-03-07 00:00:00 UTC,,
790,EVS Flight Case,Cases,LDMtv,"",5368917,5368917,40.0,795.0,1.0,795.0,795.0,2024-11-29 00:00:00 UTC,,
1151,Flat Screen Storage Bag,Cases,LDMtv,A1,5368824,5368824,1.4,45.0,1.0,45.0,45.0,2024-12-10 00:00:00 UTC,,
913,Flat Screen Storage Bag,Cases,LDMtv,A1,5368825,5368825,1.4,45.0,1.0,45.0,45.0,2024-12-02 00:00:00 UTC,,
1141,Flat Screen Storage Bag,Cases,LDMtv,A1,5368826,5368826,1.4,45.0,1.0,45.0,45.0,2024-12-10 00:00:00 UTC,,
1142,Flat Screen Storage Bag,Cases,LDMtv,A1,5368828,5368828,1.4,45.0,1.0,45.0,45.0,2024-12-10 00:00:00 UTC,,
1152,Flat Screen Storage Bag,Cases,LDMtv,A1,5368829,5368829,1.4,45.0,1.0,45.0,45.0,2024-12-10 00:00:00 UTC,,
1133,Flat Screen Storage Bag,Cases,LDMtv,A1,5368830,5368830,1.4,45.0,1.0,45.0,45.0,2024-12-10 00:00:00 UTC,,
1136,Flat Screen Storage Bag,Cases,LDMtv,A1,5368839,5368839,1.4,45.0,1.0,45.0,45.0,2024-12-10 00:00:00 UTC,,
1144,Flat Screen Storage Bag,Cases,LDMtv,A1,5368840,5368840,1.4,45.0,1.0,45.0,45.0,2024-12-10 00:00:00 UTC,,
1155,Flat Screen Storage Bag,Cases,LDMtv,A1,5368849,5368849,1.4,45.0,1.0,45.0,45.0,2024-12-10 00:00:00 UTC,,
1139,Flat Screen Storage Bag,Cases,LDMtv,A1,5368880,5368880,1.4,45.0,1.0,45.0,45.0,2024-12-10 00:00:00 UTC,,
1157,Flat Screen Storage Bag,Cases,LDMtv,A1,5368895,5368895,1.4,45.0,1.0,45.0,45.0,2024-12-10 00:00:00 UTC,,
1986,Green Camera Bag,Cases,LDMtv,"",LDM9999,NA,4.4,200.0,1.0,200.0,0.0,2026-03-07 00:00:00 UTC,,
786,Grey Peli 1600 Case,Cases,LDMtv,"",5368815,5368815,5.9,250.0,1.0,250.0,250.0,2024-11-29 00:00:00 UTC,,
784,Heavy Duty Flight Case (12u),Cases,LDMtv,"",5368978,5368978,47.41,2130.0,1.0,2130.0,2130.0,2024-11-29 00:00:00 UTC,,
785,Heavy Duty Flight Case (12u),Cases,LDMtv,"",5368979,5368979,47.41,2130.0,1.0,2130.0,2130.0,2024-11-29 00:00:00 UTC,,
787,Large Black SKB Case,Cases,LDMtv,"",5368943,5368943,5.9,210.0,1.0,210.0,210.0,2024-11-29 00:00:00 UTC,,
1188,Large CP Case,Cases,LDMtv,"",5368912,5368912,4.0,150.0,1.0,150.0,150.0,2024-12-10 00:00:00 UTC,,
651,Lightshow Case,Cases,LDMtv,"",5368859,5368859,17.75,117.0,1.0,117.0,0.0,2023-11-19 00:00:00 UTC,,
843,Monitor Flight Case,Cases,LDMtv,"",5368994,5368994,15.0,250.0,1.0,250.0,250.0,2024-11-29 00:00:00 UTC,,
1000,Nanuk 905 Box,Cases,LDMtv,B4,5368963,5368963,1.5,62.0,1.0,62.0,62.0,2024-12-02 00:00:00 UTC,,
806,Nanuk 905 Box,Cases,LDMtv,B4,5368965,5368965,1.5,62.0,1.0,62.0,62.0,2024-11-29 00:00:00 UTC,,
876,Peli 1600 Blackmagic RCP Case,Cases,LDMtv,A4,5368950,5368950,6.2,300.0,1.0,300.0,300.0,2024-12-02 00:00:00 UTC,,
1513,Peli Air 1535 Case,Cases,LDMtv,K4,5368969,5368969,0.0,294.0,1.0,294.0,294.0,2020-01-16 00:00:00 UTC,,
778,Production Flight Case with Table,Cases,LDMtv,"",5368915,5368915,30.0,680.0,1.0,680.0,680.0,2024-11-29 00:00:00 UTC,,
779,QL1 Flight Case,Cases,LDMtv,"",5368813,5368813,15.0,275.0,1.0,275.0,275.0,2024-11-29 00:00:00 UTC,,
1896,Rack Sleeve,Cases,LDMtv,"",5368931,NSN,45.0,650.0,1.0,650.0,650.0,2024-08-23 23:00:00 UTC,,
1256,Single Large LCD Case,Cases,LDMtv,"",5368893,5368893,3.5,180.0,1.0,180.0,180.0,2024-12-16 00:00:00 UTC,,
1503,Single Medium LCD Case,Cases,LDMtv,B1,5368983,5368983,0.0,130.0,1.0,130.0,130.0,2020-01-15 00:00:00 UTC,,
818,SKB 4U Case,Cases,LDMtv,"",5368855,5368855,7.0,300.0,1.0,300.0,300.0,2024-11-29 00:00:00 UTC,,
863,SKB Case,Cases,LDMtv,"",5368974,"",2.0,70.0,1.0,70.0,70.0,2024-11-30 00:00:00 UTC,,
1208,Small Case,Cases,LDMtv,"",5368861,5368861,0.5,45.0,1.0,45.0,45.0,2024-12-10 00:00:00 UTC,,
1227,Small Case,Cases,LDMtv,"",5368884,5368884,0.5,45.0,1.0,45.0,45.0,2024-12-10 00:00:00 UTC,,
909,Soft Mixer Case,Cases,LDMtv,B1,5368996,5368996,0.7,70.0,1.0,70.0,70.0,2024-12-02 00:00:00 UTC,,
1362,SSD & Timecode 1200 Case,Cases,LDMtv,Prod,5368959,5368959,1.0,65.0,1.0,65.0,65.0,2024-12-17 00:00:00 UTC,,
807,Storm Case iM2075,Cases,LDMtv,"",5368991,5368991,1.5,75.0,1.0,75.0,75.0,2024-11-29 00:00:00 UTC,,
1055,Studio Flight Case (16U),Cases,LDMtv,"",5368921,5368921,20.0,512.0,1.0,512.0,512.0,2024-12-09 00:00:00 UTC,,
1253,TF1 Flight Case,Cases,LDMtv,"",5368922,5368922,7.0,250.0,1.0,250.0,250.0,2024-12-16 00:00:00 UTC,,
820,TOC/Fiber Distribution Stage Box,Cases,LDMtv,"",5368992,5368992,12.0,1500.0,1.0,1500.0,0.0,2024-11-29 00:00:00 UTC,,
819,TOC Peli,Cases,LDMtv,"",5368909,5368909,4.6,1000.0,1.0,1000.0,0.0,2024-11-29 00:00:00 UTC,,
1192,Type 3000 Case,Cases,LDMtv,"",5368957,5368957,2.0,96.0,1.0,96.0,96.0,2024-12-10 00:00:00 UTC,,
830,Video Stagebox (3u),Cases,LDMtv,"",5368851,5368851,13.7,4000.0,1.0,4000.0,0.0,2024-11-29 00:00:00 UTC,,
780,Wheeled Flight Case with Drawers & Cushion,Cases,LDMtv,"",5368976,5368976,17.0,265.0,1.0,265.0,265.0,2024-11-29 00:00:00 UTC,,
782,Wheeled Flight Case with Drawers & Cushion,Cases,LDMtv,"",5368977,5368977,17.0,265.0,1.0,265.0,265.0,2024-11-29 00:00:00 UTC,,
1254,X File Peli Case,Cases,LDMtv,"",5368923,5368923,0.0,550.0,1.0,550.0,550.0,2024-12-16 00:00:00 UTC,,
1430,1U Rack PC,Computers,LDMtv,T16 Sound,LDM1356,8552,4.95,1419.0,1.0,1419.0,1419.0,2020-12-17 00:00:00 UTC,,
1268,1U Rack PC,Computers,LDMtv,M2,LDM1424,N/A,4.95,1419.0,1.0,1419.0,1419.0,2024-12-16 00:00:00 UTC,,
1084,1U Rack PC,Computers,LDMtv,M2,LDM1512,N/A,4.95,1419.0,1.0,1419.0,1419.0,2024-12-09 00:00:00 UTC,,
1085,1U Rack PC,Computers,LDMtv,M2,LDM1513,N/A,4.95,1419.0,1.0,1419.0,1419.0,2024-12-09 00:00:00 UTC,,
1230,260 G2 Mini,Computers,LDMtv,N2,LDM1428,4CH711BNQ0,1.25,530.0,1.0,530.0,530.0,2024-12-10 00:00:00 UTC,,
1313,2U Rackmount PC,Computers,LDMtv,M2,LDM0544,200488626,8.6,500.0,1.0,500.0,500.0,2024-12-16 00:00:00 UTC,,
1559,Cherry Keyboard,Computers,LDMtv,"",LDM1210,00000543-G50,0.5,35.0,1.0,35.0,0.0,2025-02-11 00:00:00 UTC,,
1110,DC3217IYE NUC,Computers,LDMtv,N2,LDM1491,G6YE427002LJ,0.5,515.0,1.0,515.0,515.0,2024-12-09 00:00:00 UTC,,
1109,DC3217IYE NUC,Computers,LDMtv,N2,LDM1492,G6YE425006AH,0.5,515.0,1.0,515.0,515.0,2024-12-09 00:00:00 UTC,,
1497,HP Pavilion Laptop,Computers,LDMtv,Mike Laptop,LDM1051,5CGO183L7J,2.0,500.0,1.0,500.0,500.0,2020-01-06 00:00:00 UTC,,
1278,HP Pavilion Laptop,Computers,LDMtv,"",LDM1422,5CD02112R1,2.0,500.0,1.0,500.0,500.0,2024-12-16 00:00:00 UTC,,
1226,iPad,Computers,LDMtv,"",LDM1431,DMPCWGXXMF3M,0.6,600.0,1.0,600.0,600.0,2024-12-10 00:00:00 UTC,,
1495,LaCie (4TB),Computers,LDMtv,CityTV,LDM1946,"",0.25,135.0,1.0,135.0,135.0,2022-02-24 00:00:00 UTC,,
1562,Logitech Mouse,Computers,LDMtv,"",LDM1211,2248HS0056U8,0.2,10.0,1.0,10.0,0.0,2025-02-11 00:00:00 UTC,,
1251,Mac Mini,Computers,LDMtv,Etihad MCR,LDM1588,C07Q80XRG1J1,2.0,849.0,1.0,849.0,849.0,2020-12-14 00:00:00 UTC,,
709,Mac Mini,Computers,LDMtv,Etihad CAR (Unity),LDM1778,C07Z91APJYVW,2.0,849.0,1.0,849.0,849.0,2020-11-25 00:00:00 UTC,,
650,Mac Mini,Computers,LDMtv,"",LDM-MAC,"",2.0,849.0,1.0,849.0,849.0,2023-11-19 00:00:00 UTC,,
358,Medialooks Server,Computers,LDMtv,Etihad CAR (CityTV),LDM1031,00330-71377-54422-AAOEM,5.0,1168.0,1.0,1168.0,1168.0,2020-08-24 23:00:00 UTC,,
849,Medialooks Server,Computers,LDMtv,"",LDM1691,"",5.0,1168.0,1.0,1168.0,1168.0,2024-11-29 00:00:00 UTC,,
821,Medialooks Server,Computers,LDMtv,"",LDM1713,"",5.0,1168.0,1.0,1168.0,1168.0,2024-11-29 00:00:00 UTC,,
1427,Mini PC,Computers,LDMtv,T16 Sound,LDM1362,"",0.0,680.0,1.0,680.0,680.0,2020-12-17 00:00:00 UTC,,
842,Pro Mini 400 G9,Computers,LDMtv,M2,LDM1698,8CC2461P4G,3.1,530.0,1.0,530.0,530.0,2024-11-29 00:00:00 UTC,,
710,ricVS,Computers,LDMtv,"",528,00001494,10.0,3250.0,1.0,3250.0,3250.0,2024-11-25 00:00:00 UTC,,
378,RS815RP+,Computers,LDMtv,"",LDM1013,1760MSN084200,6.4,1010.0,1.0,1010.0,1010.0,2023-08-24 23:00:00 UTC,,
1252,RS815RP+,Computers,LDMtv,Etihad CAR,LDM1589,"",6.4,1010.0,1.0,1010.0,1010.0,2020-12-14 00:00:00 UTC,,
1255,SpotOn PC,Computers,LDMtv,A4,LDM1458,F80XKG3,5.6,600.0,1.0,600.0,600.0,2024-12-16 00:00:00 UTC,,
445,vMix 001 PC,Computers,LDMtv,V16,LDM1127,"",14.95,3389.0,1.0,3389.0,3389.0,2024-03-26 00:00:00 UTC,,
1203,XPS Laptop,Computers,LDMtv,N2,LDM1441,H56MS93,2.4,1700.0,1.0,1700.0,1700.0,2024-12-10 00:00:00 UTC,,
1202,XPS Laptop,Computers,LDMtv,N2,LDM1442,B66MS93,2.4,1700.0,1.0,1700.0,1700.0,2024-12-10 00:00:00 UTC,,
1050,AW-RP120G,Control,LDMtv,G1,LDM1901,E4TBA0035,3.0,4000.0,1.0,4000.0,4000.0,2024-12-09 00:00:00 UTC,,
1334,BR Remote - uL Head,Control,LDMtv,"",LDM1396,2000342,0.5,1510.0,1.0,1510.0,1510.0,2024-12-17 00:00:00 UTC,,
556,CP-1000E,Control,LDMtv,A2,61020,7898670065,1.6,1580.0,1.0,1580.0,1580.0,2024-06-02 23:00:00 UTC,,
1943,CP-1000E,Control,LDMtv,"",LDM1274,2428720070,1.6,1580.0,1.0,1580.0,1580.0,2026-02-06 00:00:00 UTC,,
1944,CP-1000E,Control,LDMtv,"",LDM1275,2577490060,1.6,1580.0,1.0,1580.0,1580.0,2026-02-06 00:00:00 UTC,,
1332,CyanView CY-RCP,Control,LDMtv,"",LDM1400,CY-RCP-42-223,1.0,2800.0,1.0,2800.0,2800.0,2024-12-17 00:00:00 UTC,,
1331,CY-C10,Control,LDMtv,"",LDM1399,CY-C10-38-42,0.5,1000.0,1.0,1000.0,1000.0,2024-12-17 00:00:00 UTC,,
813,PTZ Wiz,Control,LDMtv,L3,LDM1715,446327,0.24,710.0,1.0,710.0,710.0,2024-11-29 00:00:00 UTC,,
917,Stream Deck 15,Control,LDMtv,B2,LDM1663,AL17J2C02240,0.5,135.0,1.0,135.0,135.0,2024-12-02 00:00:00 UTC,,
1544,Streamdeck Studio,Control,LDMtv,"",LDM1208,A9IJA43610JNV2,0.9,900.0,1.0,900.0,0.0,2025-02-08 00:00:00 UTC,,
1659,Streamdeck Studio,Control,LDMtv,A2,LDM1218,A9IJA43610CYGG,0.9,900.0,1.0,900.0,0.0,2025-02-19 00:00:00 UTC,,
452,Tallyman TM1+ MK2,Control,LDMtv,V16,LDM1134,68980,2.5,10370.0,0.0,0.0,10370.0,2024-03-26 00:00:00 UTC,,1.0
528,TMCP 16,Control,LDMtv,"",LDM1839,900030,1.5,1300.0,0.0,0.0,1300.0,2024-06-02 23:00:00 UTC,,1.0
501,TMCP 16,Control,LDMtv,V16 Front 1,LDM1861,903424,1.5,1300.0,0.0,0.0,1300.0,2024-05-07 23:00:00 UTC,,1.0
502,TMCP 16,Control,LDMtv,V16 Front 2,LDM1862,903435,1.5,1300.0,0.0,0.0,1300.0,2024-05-07 23:00:00 UTC,,1.0
485,TMCP 32,Control,LDMtv,V16,LDM1163,68915,0.0,2500.0,0.0,0.0,2500.0,2024-04-30 23:00:00 UTC,,1.0
1447,TMCP 32,Control,LDMtv,"",LDM1341,900248,0.0,2500.0,0.0,0.0,2500.0,2020-12-19 00:00:00 UTC,,1.0
1270,TMCP 32,Control,LDMtv,"",LDM1420,68120,0.0,2500.0,0.0,0.0,2500.0,2024-12-16 00:00:00 UTC,,1.0
486,TMCP 48,Control,LDMtv,V16,LDM1162,80248,0.0,2700.0,0.0,0.0,2700.0,2024-04-30 23:00:00 UTC,,1.0
1454,UMD-D16C,Control,LDMtv,V16,LDM1333,63946,0.0,1000.0,0.0,0.0,1000.0,2020-12-19 00:00:00 UTC,,1.0
1453,UMD-D16C,Control,LDMtv,V16,LDM1334,63934,0.0,1000.0,0.0,0.0,1000.0,2020-12-19 00:00:00 UTC,,1.0
1452,UMD-D16C,Control,LDMtv,V16,LDM1335,66146,0.0,1000.0,0.0,0.0,1000.0,2020-12-19 00:00:00 UTC,,1.0
1089,UMD-D16C,Control,LDMtv,"",LDM1507,66145,0.0,1000.0,0.0,0.0,1000.0,2024-12-09 00:00:00 UTC,,1.0
523,UMD-D16C,Control,LDMtv,"",LDM1840,63954,0.0,1000.0,0.0,0.0,1000.0,2024-06-02 23:00:00 UTC,,1.0
520,UMD-D16C,Control,LDMtv,"",LDM1843,None,0.0,1000.0,0.0,0.0,1000.0,2024-06-02 23:00:00 UTC,,1.0
521,UMD-D16C,Control,LDMtv,"",LDM1844,64114,0.0,1000.0,0.0,0.0,1000.0,2024-06-02 23:00:00 UTC,,1.0
522,UMD-D16C,Control,LDMtv,"",LDM1845,61063,0.0,1000.0,0.0,0.0,1000.0,2024-06-02 23:00:00 UTC,,1.0
1333,USB JOYSTICK - ASKB06,Control,LDMtv,"",LDM1401,240705ASKB06001,0.5,142.0,1.0,142.0,142.0,2024-12-17 00:00:00 UTC,,
717,1005BAC,Grip,LDMtv,"",5368997,D3269641,2.5,165.0,1.0,165.0,165.0,2024-11-26 00:00:00 UTC,,
718,1005BAC,Grip,LDMtv,"",5368998,D3269626,2.5,165.0,1.0,165.0,165.0,2024-11-26 00:00:00 UTC,,
608,3330-16 Bowl Adapter,Grip,LDMtv,"",3099,"",0.35,182.0,1.0,182.0,182.0,2024-10-16 23:00:00 UTC,,
609,3330-16 Bowl Adapter,Grip,LDMtv,"",3101,"",0.35,182.0,1.0,182.0,182.0,2024-10-16 23:00:00 UTC,,
610,3330-16 Bowl Adapter,Grip,LDMtv,"",3102,"",0.35,182.0,1.0,182.0,182.0,2024-10-16 23:00:00 UTC,,
611,3330-16 Bowl Adapter,Grip,LDMtv,"",3103,"",0.35,182.0,1.0,182.0,182.0,2024-10-16 23:00:00 UTC,,
640,3407-1A Podmount,Grip,LDMtv,"",LDM1668,"",1.82,1147.0,1.0,1147.0,1147.0,2024-10-31 00:00:00 UTC,,
68,3407-1A Podmount,Grip,LDMtv,"",T16-079,"",1.82,1147.0,1.0,1147.0,1147.0,2023-08-24 23:00:00 UTC,,
69,3407-1A Podmount,Grip,LDMtv,"",T16-080,"",1.82,1147.0,1.0,1147.0,1147.0,2023-08-24 23:00:00 UTC,,
70,3407-1A Podmount,Grip,LDMtv,"",T16-100,"",1.82,1147.0,1.0,1147.0,1147.0,2023-08-24 23:00:00 UTC,,
632,501H,Grip,LDMtv,"",3049,"",1.6,133.0,1.0,133.0,133.0,2024-10-17 23:00:00 UTC,,
631,525MVB Tripod,Grip,LDMtv,"",3114,"",3.5,325.0,1.0,325.0,325.0,2024-10-17 23:00:00 UTC,,
584,750 Head,Grip,LDMtv,"","","",0.0,15900.0,1.0,15900.0,0.0,2024-10-09 23:00:00 UTC,,
1387,Boom Pole,Grip,LDMtv,Prod,3153,"",0.94,95.0,1.0,95.0,95.0,2024-12-17 00:00:00 UTC,,
1381,Camera Slider,Grip,LDMtv,Prod,5368924,03710111,20.0,550.0,1.0,550.0,550.0,2024-12-17 00:00:00 UTC,,
678,Compact Light Stand,Grip,LDMtv,"",536898?,"",1.0,90.0,1.0,90.0,75.0,2024-11-20 00:00:00 UTC,,
680,Compact Light Stand,Grip,LDMtv,"",5368984,"",1.0,90.0,1.0,90.0,75.0,2024-11-20 00:00:00 UTC,,
679,Compact Light Stand,Grip,LDMtv,"",5368986,"",1.0,90.0,1.0,90.0,75.0,2024-11-20 00:00:00 UTC,,
260,flowtech 75,Grip,LDMtv,"",3057,S2064SA2203570,6.4,2391.0,1.0,2391.0,2391.0,2023-08-24 23:00:00 UTC,,
67,FSB10,Grip,LDMtv,"",3052,"",6.7,3620.0,1.0,3620.0,3620.0,2023-08-24 23:00:00 UTC,,
1873,Light Weight UNI COL Stand,Grip,LDMtv,"",5369068,na,2.0,250.0,1.0,250.0,0.0,2025-08-12 23:00:00 UTC,,
1872,Light Weight UNI COL Stand,Grip,LDMtv,"",5369072,na,2.0,250.0,1.0,250.0,0.0,2025-08-12 23:00:00 UTC,,
343,LX10 Head,Grip,LDMtv,"",3030,"",7.6,1200.0,1.0,1200.0,1200.0,2023-08-24 23:00:00 UTC,,
344,LX10 Head,Grip,LDMtv,"",3031,"",7.6,1200.0,1.0,1200.0,1200.0,2023-08-24 23:00:00 UTC,,
1529,LX10 Head,Grip,LDMtv,"",3154,"",7.6,1200.0,1.0,1200.0,1200.0,2025-02-03 00:00:00 UTC,,
1322,Magic Arms,Grip,LDMtv,A5,"","",2.3,100.0,6.0,600.0,100.0,2024-12-16 00:00:00 UTC,,
1129,MK Compact ACN-BK,Grip,LDMtv,"",5369055,W2093515,1.5,139.0,1.0,139.0,0.0,2024-12-10 00:00:00 UTC,,
